id,Название,Цена со скидкой,Цена без скидки,Бренд,Ссылка
 531031,"Кофе Lavazza Qualita Oro молотый, 250г",619,,ALTA ROMA,https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-oro-250g
 654489,"Кофе Ambassador Gold Label в зернах, 1кг",1 290,1 649,ORIGO,https://online.metro-cc.ru/products/ambassador-gold-label-v-zernah-1000g
 580564,"Кофе Jardin Bravo Бразилия в зернах, 1кг",1 339,2 349,EGOISTE,https://online.metro-cc.ru/products/jardin-bravo-braziliya-1kg
 208702,"Кофе Fresco Horeca arabica в зернах, 1кг",1 099,1 749,LAVAZZA,https://online.metro-cc.ru/products/1kg-kofe-fresco-horeca-arabica-zerno
 132207,"Кофе Bushido Black Katana в зернах, 1кг",1 899,2 699,JACOBS,https://online.metro-cc.ru/products/kofe-zernovoj-bushido-black-katana-1000g
 590985,"RIOBA Кофе в зернах натуральный жареный 80:20, 1кг",1 529,,EGOISTE,https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-gold-1kg
 119136,"Кофе Jacobs Crema в зернах, 1кг",1 249,1 489,JARDIN,https://online.metro-cc.ru/products/jacobs-crema-zernovoj-1kg
 561302,"Кофе Lavazza Crema e Gusto Classico молотый, 250г",439,,JARDIN,https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-crema-e-gusto-250g
 287770,"RIOBA Кофе в капсулах Cremoso для кофемашин Nespresso 11шт, 55г",299,,RIOBA,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-cremoso-11x5g
 599512,"Кофе Nescafe Gold растворимый, 190г",429,449,AMBASSADOR,https://online.metro-cc.ru/products/nescafe-gold-190g
 133789,"Кофе Alta Roma Intenso в зернах, 1кг",1 249,1 399,JACOBS,https://online.metro-cc.ru/products/kofe-alta-roma-intenso-v-zernakh-1kg
 530966,"Кофе Egoiste Double Espresso, 100г",399,669,RIOBA,https://online.metro-cc.ru/products/egoiste-double-espresso-100g
 654819,"RIOBA Кофе в капсулах Delicato для кофемашин Nespresso 11шт, 55г",299,,JULIUS MEINL,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-delicato-10x5g
 59006,"Кофе Egoiste Platinum, 100г",799,829,EGOISTE,https://online.metro-cc.ru/products/egoiste-platinum-100-g
 220013,"Кофе Lavazza Caffe Espresso натуральный жареный в зернах, 1кг",2 599,,JULIUS MEINL,https://online.metro-cc.ru/products/v-zernah-lavazza-naturalnyj-zharenyj-caffe-espresso-1kg
 119135,"Кофе Julius Meinl Caffe Crema Intenso Trend Collection в зернах, 1кг",1 839,,JARDIN,https://online.metro-cc.ru/products/v-zernah-julius-meinl-krema-intenso-trend-kollekciya-1000g
 530967,"Кофе Origo Imperial Wiener Mischung в зернах, 1кг",2 899,,RIOBA,https://online.metro-cc.ru/products/art_44438
 655858,"Кофе Lavazza Expert Crema-Aroma в зернах, 1кг",2 359,,JACOBS,https://online.metro-cc.ru/products/1kg-kofe-lavazza-expert-cremaaroma-v-zernah
 642122,"Кофе Julius Meinl Юбилейный классическая коллекция в зернах, 1кг",1 999,,NESCAFE,https://online.metro-cc.ru/products/yubilejnyj-julius-meinl-1000g
 228292,"Кофе Julius Meinl Юбилейный в зернах, 250г",549,,EGOISTE,https://online.metro-cc.ru/products/julius-meinl-yubilejnyj-250g
 226465,"Кофе Egoiste Noir молотый, 250г",469,569,ALTA ROMA,https://online.metro-cc.ru/products/egoiste-naturalnyj-zharenyj-250g
 226397,"Кофе Ambassador Blue Label в зернах, 1кг",1 399,1 699,МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХЪ,https://online.metro-cc.ru/products/ambassador-blue-label-zernovoj-1000-g
 469363,"Кофе Черная Карта в зернах, 1кг",919,1 149,JARDIN,https://online.metro-cc.ru/products/chernaya-karta-paketirovannyj-1kg
 665877,"Кофе Московская кофейня на паяхъ Арабика растворимый сублимированный, 95г",359,559,AMBASSADOR,https://online.metro-cc.ru/products/moskovskaya-kofejnya-na-payah-sublimirovannyj-arabika-95g
 655857,"Кофе Monarch Original растворимый, 190г",579,,JACOBS,https://online.metro-cc.ru/products/190g-kofe-monarch-original-rastvorimyy-st
 112993,"Напиток кофейный Nescafe Mild 3в1 20 пакетиков, 290г",259,319,EGOISTE,https://online.metro-cc.ru/products/20x145g-kofejnyj-napitok-nescafe-3v1-myagkij
 75654,"Кофе Egoiste Espresso в зернах, 1кг",2 469,,CARTE NOIRE,https://online.metro-cc.ru/products/egoiste-espresso-1000g
 220015,"Кофе Jardin Guatemala Atitlan натуральный растворимый, 95г",219,297,JULIUS MEINL,https://online.metro-cc.ru/products/jardin-guatemala-atitlan-naturalnyj-95-g
 119137,"Набор кофе в капсулах Coffesso для кофемашин Nespresso ассорти 50шт, 250г",1 199,1 329,JARDIN,https://online.metro-cc.ru/products/coffesso-nabor-v-kapsulah-50-sht-h-5-g
 546341,"Кофе Dallmayr Crema d'Oro натуральный жареный в зернах, 1кг",2 199,,AMBASSADOR,https://online.metro-cc.ru/products/dallmayr-v-zernah-naturalnyj-zharenyj-crema-d-039oro-1kg
 79862,"Кофе Jacobs Barista Crema в зернах, 800г",1 199,1 439,TASSIMO,https://online.metro-cc.ru/products/kofe-jacobs-barista-crema-zernovoy-800g
 230302,"Кофе Московская кофейня на паяхъ Суаре растворимый сублимированный, 95г",279,409,MONARCH,https://online.metro-cc.ru/products/moskovskaya-kofejnya-na-payah-sublimirovannyj-suare-95g
 133726,"Кофе Egoiste Truffle молотый, 250г",449,659,NESCAFE,https://online.metro-cc.ru/products/250g-kofe-egoiste-truffle-molotyy
 230303,"Кофе Julius Meinl Президент классическая коллекция в зернах, 1кг",2 029,,MONARCH,https://online.metro-cc.ru/products/julius-meinl-prezident-1000g
 508640,"Кофе в капсулах Jardin Vanillia Rich&Sweet для кофемашин Nespresso 10шт, 50г",279,409,EGOISTE,https://online.metro-cc.ru/products/10h5g-jardin-vanillia
 629014,"Кофе MacCoffee Capuccino Di torino растворимый (25.5г x 20шт), 510г",399,489,KIMBO,https://online.metro-cc.ru/products/20shtx255g-kofe-maccoffee-cappuccino-di-torino-rastv
 469362,"Кофе Jardin Americano Crema в зернах, 1кг",1 399,1 599,JARDIN,https://online.metro-cc.ru/products/jardin-americano-crema-1000-g
 228778,"Кофе Julius Meinl Эспрессо в зернах, 500г",1 549,,FRESCO,https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-president-grande-espresso-500g
 407891,"Кофе в капсулах Jardin Andante Strong&Velvet для кофемашин Nespresso 10шт, 50г",279,409,EGOISTE,https://online.metro-cc.ru/products/10h5g-jardin-andante
 427833,"aro Кофе 3в1 классик (100 пакетиков x 16г), 1.6кг",759,,LAVAZZA,https://online.metro-cc.ru/products/aro-3v1-klassik-100h16g
 133439,"Кофе Jardin Colombia Medellin натуральный растворимый сублимированный, 95г",219,297,RIOBA,https://online.metro-cc.ru/products/jardin-naturalnyj-sublimirovannyj-colombia-medellin-95g
 635596,"Кофе Nescafe Gold растворимый, 95г",279,329,JARDIN,https://online.metro-cc.ru/products/nescafe-gold-steklo-95g-415027
 456926,"Кофе Egoiste Noir растворимый сублимированный, 100г",469,669,DALLMAYR,https://online.metro-cc.ru/products/egoiste-sublimirovannyj-noir-100g
 598959,"Кофе Fresco Arabica Doppio молотый в растворимом, 100г",249,297,EGOISTE,https://online.metro-cc.ru/products/fresco-naturalnyj-s-dobavleniem-naturalnogo-zharenogo-molotogo-arabica-doppio-100g
 632162,"Кофе Carraro Primo Mattino в зернах, 1кг",1 669,,ARO,https://online.metro-cc.ru/products/v-zernah-carraro-primo-mattino-1-kg
 530968,"Кофе Monarch Original растворимый, 270г",899,1 199,RIOBA,https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-270g
 72873,"Кофе Dallmayr Crema Prodomo в зернах, 1кг",2 229,,EGOISTE,https://online.metro-cc.ru/products/dallmayr-crema-prodomo-v-zernah-1000-g
 654818,"Кофе Lavazza Espresso Italiano Classico молотый, 250г",649,,JULIUS MEINL,https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-espresso-250g
 125676,"Кофе Carte Noire Instinct растворимый, 95г",449,519,LEBO CLASSIC,https://online.metro-cc.ru/products/art_260443
 494570,"RIOBA Кофе Espresso Decaffeeinated в зернах без кофеина, 500г",879,,JARDIN,https://online.metro-cc.ru/products/rioba-v-zernah-naturalnyj-zharenyj-espresso-decaffeeinated-500g
 223118,"Кофе Poetti Daily Classic Crema в зернах, 1кг",1 599,,ABSOLUT,https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-classic-crema-v-zernah
 586897,"Кофе Lebo Classic молотый для турки, 200г",219,262,LAVAZZA,https://online.metro-cc.ru/products/200g-lebo-classic-dlya-turki
 226399,"Кофе в капсулах Jacobs Espresso №7 Classico для кофемашин Nespresso 10шт, 52г",279,329,МОСКОВСКАЯ КОФЕЙНЯ НА ПАЯХЪ,https://online.metro-cc.ru/products/jacobs-espresso-7-classico-10sht
 119139,"Кофе Egoiste гранд крю в зернах, 1кг",2 299,,JARDIN,https://online.metro-cc.ru/products/kofe-v-zernah-egoiste-grand-kryu-1kg
 134491,"Кофе Jacobs Espresso жареный в зернах, 1кг",1 249,1 489,ARO,https://online.metro-cc.ru/products/jacobs-espresso-zernovoj-1kg
 528358,"Напиток кофейный Nescafe Strong 3в1 20 пакетиков, 290г",259,319,BUSHIDO,https://online.metro-cc.ru/products/20x145g-kofejnyj-napitok-nescafe-3v1-krepkij
 208703,"Кофе Egoiste Very Special растворимый сублимированный, 100г",699,1 099,LAVAZZA,https://online.metro-cc.ru/products/egoiste-sublimirovannyj-very-special-100g
 123742,"Напиток кофейный Jacobs 3в1 Классический 50 пакетиков, 675г",589,779,NESCAFE,https://online.metro-cc.ru/products/napitok-kofeynyy-jacobs-3v1-klassicheskiy-50x135g
 219193,"RIOBA Кофе в капсулах Forte для кофемашин Nespresso 11шт, 55г",299,,COFERIUM,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-forte-11x5g
 636528,"Кофе Carte Noire Original растворимый сублимированный, 190г",979,1 129,EGOISTE,https://online.metro-cc.ru/products/carte-noire-sublimirovannyj-original-190g
 578056,"Кофе в капсулах Jardin Allonge Smooth&Silky для кофемашин Nespresso 10шт, 50г",279,409,LAVAZZA,https://online.metro-cc.ru/products/10h5g-jardin-allonge
 415027,"Кофе в капсулах Jardin Vivo Mild&Fruity для кофемашин Nespresso 10шт, 50г",279,409,NESCAFE,https://online.metro-cc.ru/products/10h5g-jardin-vivo
 72533,"Кофе Bushido Red Katana молотый, 227г",509,,COFFESSO,https://online.metro-cc.ru/products/art_59004
 528357,"Кофе Lavazza Expert Gusto Pieno в зернах, 1кг",1 829,,EGOISTE,https://online.metro-cc.ru/products/1kg-kofe-lavazza-expert-gusto-pieno-v-zernah
 110546,"Кофе Egoiste Velvet молотый, 200г",449,509,BUSHIDO,https://online.metro-cc.ru/products/egoiste-velvet-200g
 624869,"Кофе в капсулах Absolut Drive Cappuccino with milk для кофемашин Dolce Gusto 16шт, 184г",359,429,ORIGO,https://online.metro-cc.ru/products/8shth6g8shth17g-kofe-absolut-kapuchino-kapsuly-dg
 619918,"Кофе Alta Roma Vero в зернах, 1кг",1 199,1 459,NESCAFE,https://online.metro-cc.ru/products/kofe-alta-roma-vero-v-zernakh-1kg
 221903,"RIOBA Кофе в капсулах Intenso для кофемашин Nespresso 11шт, 55г",299,,CARRARO,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-intenso-11x5g
 526503,"Кофе Kimbo Caffe Crema Dolce Medium в зернах, 1кг",2 159,,FRESCO,https://online.metro-cc.ru/products/1kg-kimbo-caffe-crema-dolce-medium
 100814,"Кофе Fresco Liberty в зернах, 900г",1 499,,JULIUS MEINL,https://online.metro-cc.ru/products/900g-kofe-fresco-liberty-zerno
 407889,"Кофе Origo Kaffee Klassik Barista Espresso в зернах, 1кг",2 319,,BUSHIDO,https://online.metro-cc.ru/products/v-zernah-origo-klassik-kaffee-barista-espresso-1-kg
 32456,"Кофе Julius Meinl Trend Collection Espresso Classico в зернах, 1кг",2 319,,LAVAZZA,https://online.metro-cc.ru/products/julius-meinl-espresso-trend-1kg
 508637,"Кофе Carte Noire Privilege сублимированный, 95г",449,509,BUSHIDO,https://online.metro-cc.ru/products/carte-noire-privilege-sublimirovannyj-95-g
 224737,"Кофе Egoiste Noir растворимый, 70г",299,309,MONARCH,https://online.metro-cc.ru/products/egoiste-noir-70g
 287768,"RIOBA Кофе в капсулах Armonioso для кофемашин Nespresso 11шт, 55г",299,,RIOBA,https://online.metro-cc.ru/products/rioba-dlya-kofemashin-armonioso-10x5g
 551849,"Кофе Egoiste Special растворимый сублимированный с молотым, 100г",799,999,NESCAFE,https://online.metro-cc.ru/products/egoiste-sublimirovannnyj-s-molotym-special-100g
 611603,"Кофе Bushido Black Katana растворимый, 100г",849,909,ILLY,https://online.metro-cc.ru/products/bushido-sublimirovannyj-black-katana-100g
 112992,"Кофе в капсулах Lebo Espresso Crema для кофемашин Nespresso 40 шт, 220г",1 299,,EGOISTE,https://online.metro-cc.ru/products/40shth55g-kofe-lebo-espresso-crema-banka
 611606,"Кофе в капсулах Tassimo Jacobs Cappuccino для кофемашин Tassimo 16шт (8 эспрессо 8 молочных), 260г",489,579,ILLY,https://online.metro-cc.ru/products/tassimo-cappuccino-classico-8-8sht
 125675,"Кофе в капсулах L’or Espresso Delizioso для кофемашин Nespresso 10шт, 52г",529,,LEBO CLASSIC,https://online.metro-cc.ru/products/lor-espresso-delizioso-52-g
 230305,"Кофе в капсулах Julius Meinl Ristretto Intenso Bio для кофемашин Nespresso 10шт, 56г",619,,MONARCH,https://online.metro-cc.ru/products/julius-meinl-ristretto-kapuchino-v-biorazlive-56g-10
 508641,"Кофе в капсулах Absolut Drive Latte Macchiato with caramel для кофемашин Dolce Gusto 16шт, 168г",359,429,EGOISTE,https://online.metro-cc.ru/products/8shth6g8shth15g-kofe-absolut-latte-karamel-kapsuly-dg
 8415,"Кофе Nescafe Classic растворимый, 320г",439,469,NESCAFE,https://online.metro-cc.ru/products/320g-nescafe-classic-paket
 624874,"aro Кофе натуральный жареный молотый, 500г",409,,ORIGO,https://online.metro-cc.ru/products/500g-kofe-aro-molotyy
 581767,"Кофе Jacobs Barista Editions Italiano в зернах, 800г",1 199,1 439,CARTE NOIRE,https://online.metro-cc.ru/products/800g-kofe-jacobs-barista-editions-italiano-zernovoy
 230025,"Кофе Fresco Arabica Solo растворимый, 100г",249,297,ILLY,https://online.metro-cc.ru/products/fresco-arabika-100g
 637206,"Кофе в капсулах Tassimo Jacobs Americano Classico для кофемашин Tassimo 16шт, 132г",489,579,L'OR,https://online.metro-cc.ru/products/americano-classico-tassimo-jacobs-16-sht
 221908,"Кофе Lavazza Qualita Oro молотый, 250г",739,,LEBO,https://online.metro-cc.ru/products/lavazza-naturalnyj-zharenyj-oro-250g-43053
 59569,"Кофе Jardin Kenya Kilimanjaro растворимый, 95г",219,297,ILLY,https://online.metro-cc.ru/products/jardin-kenya-kilimanjaro-95-g
 654820,"Напиток кофейный Nescafe Classic 3в1 20 пакетиков, 290г",259,319,JULIUS MEINL,https://online.metro-cc.ru/products/20x145g-kofejnyj-napitok-nescafe-3v1-klassik
 376494,"Кофе Kimbo Aroma Gold Arabica в зернах, 1кг",2 799,,KIMBO,https://online.metro-cc.ru/products/kimbo-v-zernah-aroma-gold-arabica-1kg
 448263,"RIOBA Кофе в капсулах Dolce Gusto Capuccino 8 порций 16 капсул, 192г",419,,JACOBS,https://online.metro-cc.ru/products/192g-kofe-v-kaps-rioba-dolce-gusto-cappuccino
 226340,"Кофе Origo Cafe Crema в зернах, 1кг",1 849,,LEBO,https://online.metro-cc.ru/products/art_624869
 101497,"Набор подарочный Monarch Original Кофе+чашка растворимый, 95г",499,,JARDIN,https://online.metro-cc.ru/products/95g-pn-kofechashka-monarch-original-rastvorimyy
 226345,"Кофе Carraro Arabica 100% в зернах, 500г",1 269,,LEBO,https://online.metro-cc.ru/products/v-zernah-carraro-arabica-100-500-g
 226523,"Кофе Monarch Milligrano растворимый с молотым, 90г",329,349,MACCOFFEE,https://online.metro-cc.ru/products/kofe-monarch-milligrano-rastvorimyy-s-molotym-90g
 112990,"Кофе Julius Meinl Президент в зернах, 500г",919,,CARRARO,https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-president-500g
 469367,"Кофе Monarch Original растворимый, 210г",589,,JARDIN,https://online.metro-cc.ru/products/kofe-monarch-original-rastvorimyy-210g
 107073,"aro Кофе растворимый сублимированный, 900г",1 639,,CARRARO,https://online.metro-cc.ru/products/aro-sublimirovannyj-900g
 220012,"Кофе Lavazza Expert Gusto Forte в зернах, 1кг",1 709,,JULIUS MEINL,https://online.metro-cc.ru/products/1kg-kofe-lavazza-expert-gusto-forte-v-zernah
 463833,"Кофе Kimbo Intenso в зернах, 1кг",1 659,,AMBASSADOR,https://online.metro-cc.ru/products/kimbo-intenso-1kg
 228285,"Кофе Egoiste Noir в зернах, 250г",469,609,EGOISTE,https://online.metro-cc.ru/products/egoiste-naturalnyj-zharenyj-v-zernah-noir-250g
 32459,"Кофе Jardin Colombia Supremo натуральный жареный в зернах, 1кг",2 309,,LAVAZZA,https://online.metro-cc.ru/products/jardin-v-zernah-naturalnyj-zharenyj-colombia-supremo-1kg
 365548,"Кофе Origo Grande Barista в зернах, 1кг",2 499,,ALTA ROMA,https://online.metro-cc.ru/products/art_624874
 224735,"Кофе Egoiste Captain в зернах, 1кг",2 519,,MONARCH,https://online.metro-cc.ru/products/1kg-kofe-egoiste-captain-v-zernah
 226347,"Кофе Jacobs Millicano молотый в растворимом, 75г",229,239,CARTE NOIRE,https://online.metro-cc.ru/products/jacobs-monarch-molotyj-millicano-75g
 218720,"Кофе Dallmayr Espresso d`Oro в зернах, 1кг",2 299,,POETTI,https://online.metro-cc.ru/products/art_44940
 101496,"Кофе Egoiste Velvet в зернах, 200г",449,549,JARDIN,https://online.metro-cc.ru/products/egoiste-velvet-200-g
 530965,"Кофе Nescafe Gold растворимый, 190г",879,,RIOBA,https://online.metro-cc.ru/products/nescafe-sublimirovannyj-gold-190g
 218639,"Кофе Monarch Gold растворимый, 95г",449,,NESCAFE,https://online.metro-cc.ru/products/95g-kofe-monarch-gold-rastvorimyy-st
 209740,"Кофе Жокей Триумф растворимый сублимированный, 150г",249,297,BUSHIDO,https://online.metro-cc.ru/products/zhokej-sublimirovannyj-triumf-150g
 44941,"Кофе Dallmayr Ethiopia в зернах, 500г",1 359,,DALLMAYR,https://online.metro-cc.ru/products/molotyj-dallmayr-efiopiya-500g
 234393,"Кофе Illy средней обжарки в зернах, 250г",1 090,1 499,JULIUS MEINL,https://online.metro-cc.ru/products/v-zernah-illy-srednej-obzharki-250g
 124058,"Кофе Bushido Sensei молотый, 227г",739,,NESCAFE,https://online.metro-cc.ru/products/art_59002
 215059,"Кофе в капсулах Jardin Ristretto Intense&Full Bodied для кофемашин Nespresso 10шт, 50г",279,409,JACOBS,https://online.metro-cc.ru/products/10h5g-jardin-ristretto
 229954,"Кофе Julius Meinl Юбилейный в зернах, 500г",969,,NESCAFE,https://online.metro-cc.ru/products/julius-meinl-v-zernah-naturalnyj-zharenyj-jubileum-500g
 534998,"Кофе Poetti Daily Arabica в зернах, 1кг",1 909,,ЖОКЕЙ,https://online.metro-cc.ru/products/1kg-kofe-poetti-daily-arabica-v-zernah
 77948,"Кофе Жокей Ирландские сливки молотый, 150г",309,,JULIUS MEINL,https://online.metro-cc.ru/products/150g-zhokej-irlandskie-slivki-mol
 230301,"Кофе Lavazza Qualita Rossa молотый, 250г",559,,MONARCH,https://online.metro-cc.ru/products/lavazza-rossa-250g
 100813,"Кофе Lebo Classic Extra молотый для турки, 100г",129,140,JULIUS MEINL,https://online.metro-cc.ru/products/100g-lebo-extra-dlya-turki
 226348,"Кофе Fresco Arabica Blend натуральный растворимый, 100г",249,297,CARTE NOIRE,https://online.metro-cc.ru/products/fresco-naturalnyj-arabica-blend-100g
 226934,"Кофе Ambassador Platinum растворимый, 190г",529,639,ITALCO,https://online.metro-cc.ru/products/ambassador-platinum-190g
 226522,"Кофе в капсулах Absolut Drive Espresso Original для кофемашин Dolce Gusto16шт, 96г",359,429,MACCOFFEE,https://online.metro-cc.ru/products/16shth6g-kofe-absolut-espresso-kapsuly-dg
 401114,"Кофе в капсулах Lebo Espresso Collection для кофемашин Nespresso 40шт, 220г",1 469,,TASSIMO,https://online.metro-cc.ru/products/40shth55g-kofe-lebo-espresso-collection-banka
 459849,"Кофе Carraro Crema Italiano в зернах, 1кг",1 749,,JARDIN,https://online.metro-cc.ru/products/v-zernah-caffe-carraro-crema-italiano-1-kg
 459852,"Кофе Fresco Arabica Solo растворимый, 190г",619,,ЖОКЕЙ,https://online.metro-cc.ru/products/kofe-fresco-arabica-solo-rastvorimyy-190g
 218717,"Напиток кофейный Nescafe Cappuccino порционный растворимый (18г x 20шт), 360г",419,589,POETTI,https://online.metro-cc.ru/products/20shth18g-kofeynyy-nap-nescafe-kapuchino-ports-rastv
 459905,"Кофе Julius Meinl Melange Венская коллекция молотый, 220г",549,739,ЧЕРНАЯ КАРТА,https://online.metro-cc.ru/products/kofe-julius-meinl-melange-venskaya-kollektsiya-molotyy-220g
 636529,"Кофе Bushido Red Katana растворимый сублимированный, 100г",789,859,EGOISTE,https://online.metro-cc.ru/products/art_508637
 226339,"Кофе Monarch Лесной орех растворимый, 95г",509,,LEBO,https://online.metro-cc.ru/products/95g-kofe-monarch-lesnoy-oreh-rastvorimyy-st
 227078,"Кофе Monarch карамель растворимый, 95г",509,,MONARCH,https://online.metro-cc.ru/products/95g-kofe-monarch-karamel-rastvorimyy-st
 632120,"Кофе Bushido Sensei в зернах, 227г",599,,ARO,https://online.metro-cc.ru/products/bushido-sensei-227g
 215682,"Кофе Monarch Day&Night декофеинизированный растворимый, 95г",339,389,JARDIN,https://online.metro-cc.ru/products/kofe-monarch-daynight-dekofeinizirovannyy-rastvorimyy-95g
 36574,"Кофе в капсулах Lebo Espresso Italiano для кофемашин Nespresso 40шт, 220г",1 299,,BUSHIDO,https://online.metro-cc.ru/products/40shth55g-kofe-lebo-espresso-italiano-banka
 224712,"Напиток кофейный MacCoffee Latte карамель порционный (22г x 20шт), 440г",309,,MONARCH,https://online.metro-cc.ru/products/20shth22g-kofe-maccoffee-latte-karamel-portsionnyy
 230296,"Кофе Illy Brazil arabica selection в зернах, 250г",1 090,1 499,MONARCH,https://online.metro-cc.ru/products/illy-arabika-250-g
 224714,"Кофе Jardin Eclair в зернах, 1кг",1 399,,MONARCH,https://online.metro-cc.ru/products/jardin-eclair-1000g
 223100,"Кофе Illy без кофеина молотый, 250г",1 399,,ABSOLUT,https://online.metro-cc.ru/products/kofe-illy-bez-kofeina-molotyy-250g
